session,session_id,study_id,iteration,created,modified,ended,expired,time_4a_start,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_4a_end
ol92HZHP_JWkTO-JwAeOsjUTgaQkdJZamZ5al_W4DeKNsrAIhXb1WB5v4PTRJEnX,35870584,141366,1016,2024-10-29 22:40:36,2024-10-29 22:41:49,2024-10-29 22:41:49,,2024-10-29 22:40:36,no,,,288840,,2024-10-29 22:41:49
yYkB6gexbAtPVNlg2Ah0ELaNuT9wdsJly2gyjVZKTnGzO5sJHY77dfeoxFyPQkog,35870590,141366,1017,2024-10-29 22:40:42,2024-10-29 22:42:04,2024-10-29 22:42:05,,2024-10-29 22:40:42,yes,yes,1000,842326,,2024-10-29 22:42:05
VKvKDkkcEhmn0svZYsFGGykKEnv8REOWALKmg5hf7ino2mF4j0n6Vluymg52i6YH,35870591,141366,1018,2024-10-29 22:40:42,2024-10-29 22:41:14,2024-10-29 22:41:15,,2024-10-29 22:40:42,no,,,990074,,2024-10-29 22:41:14
G1YN81C_oO3JQNy5VZ7mJm-hbPvRDBvXCVegdli3cCClbyNg6j9ZOckt3zQFdNxh,35870594,141366,1019,2024-10-29 22:40:45,2024-10-29 22:41:25,2024-10-29 22:41:25,,2024-10-29 22:40:46,yes,yes,60,582424,,2024-10-29 22:41:25
igM4lc21ytWxK7cdFUX5uKJFVX2p_g_OY9FgQ59hmgtPqzeCTMhXIbfWb3FJyuft,35870610,141366,1020,2024-10-29 22:41:25,2024-10-29 22:42:16,2024-10-29 22:42:16,,2024-10-29 22:41:25,no,,,373132,No comment ,2024-10-29 22:42:16
XtjFsccDFFk1mSOFfbqRL6-SslfubOvWqgwVe1oQaHGGYOmaO_1KArNf1GYFG0Ad,35870621,141366,1021,2024-10-29 22:41:59,2024-10-29 22:42:35,2024-10-29 22:42:35,,2024-10-29 22:41:59,no,,,723964,,2024-10-29 22:42:35
ORDf9TmL_ISo6ZeYzy3tqJJLCLQW4Fz0SCK1irTsKbaTUuwX_7541x4utw7GyCns,35870631,141366,1022,2024-10-29 22:42:13,2024-10-29 22:42:40,2024-10-29 22:42:40,,2024-10-29 22:42:13,no,,,890538,,2024-10-29 22:42:40
IMet7_uJi_WBScfihYLaJPxfGFoT_RL6Q7nXKfw-VRquW75VjIydGXB3cta1YSPB,35870637,141366,1023,2024-10-29 22:42:19,2024-10-29 22:43:05,2024-10-29 22:43:06,,2024-10-29 22:42:19,yes,yes,50,712126,,2024-10-29 22:43:06
CT-tc8jl1T7SdEj1dFa7ID2AssTy_Moo9a2f8aE_ymcTGzzbP4QFaMohY4sfTa_Q,35870638,141366,1024,2024-10-29 22:42:23,2024-10-29 22:42:59,2024-10-29 22:43:00,,2024-10-29 22:42:23,yes,yes,700,338989,,2024-10-29 22:43:00
6m6jNI9sqe8g0m8MvP5ZpNUmKsgPOW3BllHlYdrP_LBLbQGYzeRHHu475lR5Op9-,35870639,141366,1025,2024-10-29 22:42:25,2024-10-29 22:43:08,2024-10-29 22:43:08,,2024-10-29 22:42:25,yes,yes,100,119021,,2024-10-29 22:43:08
f33Qh1siMVrvGemDsBXPNIEC2O8TR2gLNZ5RcCTK5h8pzXC6hOsXE8O2MbN1CI3D,35870642,141366,1026,2024-10-29 22:42:34,2024-10-29 22:44:50,2024-10-29 22:44:51,,2024-10-29 22:42:34,yes,yes,500,315667,,2024-10-29 22:44:50
uahOBO0fp4Ch2Jp1zTfGj9n_24Rfwo6dJKaDvr16kzaLs4Bs9ubY34yJeovDmv2s,35870658,141366,1027,2024-10-29 22:43:18,2024-10-29 23:19:03,2024-10-29 23:19:04,,2024-10-29 22:43:18,yes,no,,202391,,2024-10-29 23:19:04
q8pKl3Iw2Ka_BVVLpAGp7s1TAnCx6zaabdi4tv_mLyQHJMTjjtieqBHQx2zCTUa0,35870663,141366,1028,2024-10-29 22:43:27,2024-10-29 22:44:06,2024-10-29 22:44:07,,2024-10-29 22:43:27,yes,yes,300,720285,,2024-10-29 22:44:07
H03H42eumMWeq1q9eSv_f7NCmTiCLC4BBHI8RqVslVG51cbeHXRWBvNkIzs1esML,35870675,141366,1029,2024-10-29 22:44:35,2024-10-29 22:44:56,2024-10-29 22:44:57,,2024-10-29 22:44:36,yes,yes,5000,481166,,2024-10-29 22:44:57
UTvrT1kx5lzZSnCxKQGEHyYoDCNk0bJ5yxpIz9CUApkJmDPAq-H5mAomRlExhwFC,35870676,141366,1030,2024-10-29 22:44:41,2024-10-29 22:45:32,2024-10-29 22:45:33,,2024-10-29 22:44:42,yes,no,,724131,,2024-10-29 22:45:32
nvL4gY_3ws-bOYkj_OoSJr15bUUuGpu7v9XisqaqxF5BWfrihIGHVWaP6qe1OwxI,35870710,141366,1031,2024-10-29 22:48:25,2024-10-29 22:48:48,2024-10-29 22:48:48,,2024-10-29 22:48:25,no,,,194918,,2024-10-29 22:48:48
NTwKGiDIxs9hTzccR94gehmWDEAy_tUpVXbQD95BVp_cbgGk2goa2FC56x3kPMb-,35870813,141366,1032,2024-10-29 23:04:30,2024-10-29 23:05:21,2024-10-29 23:05:21,,2024-10-29 23:04:30,no,,,930666,,2024-10-29 23:05:21
xCmuUKFzvW4NXFNY6jbjcGW6PBSDvPatdbFzp8PAb08YAQLWhJrmxbiCbPnh7T_M,35870837,141366,1033,2024-10-29 23:06:46,2024-10-29 23:07:56,2024-10-29 23:07:56,,2024-10-29 23:06:46,no,,,794476,,2024-10-29 23:07:56
5ioWmF1IfEE2lF8IB5enu9O1kQfcBzcam0lR_bXWEds4nIQC1ooMXGzFDKnPWOpE,35870840,141366,1034,2024-10-29 23:07:22,2024-10-29 23:07:38,2024-10-29 23:07:38,,2024-10-29 23:07:22,no,,,555726,,2024-10-29 23:07:38
j5utWmJ9kfeNFAfmfE3f3w1BURPSQ2HlWnJZWNJBRGFplV1oZuMyQv1LNXc6_5s2,35870859,141366,1035,2024-10-29 23:10:12,2024-10-29 23:10:38,2024-10-29 23:10:38,,2024-10-29 23:10:12,yes,no,,307617,,2024-10-29 23:10:38
p5HoaluTNLSCJpuExPOorQ8zajHbfKiwlc6a96mm1KJlcf9O5Dlmv59C5Gcf8fn4,35870876,141366,1036,2024-10-29 23:10:57,2024-10-29 23:11:25,2024-10-29 23:11:26,,2024-10-29 23:10:58,no,,,216710,,2024-10-29 23:11:25
t7FJEVuLuXUO4VLn8uWrTE2R2LSB_Yv5XCA-_97zFakq7lsGGQpEvgt_Zgd-2WjQ,35870951,141366,1037,2024-10-29 23:16:05,2024-10-29 23:19:11,2024-10-29 23:19:12,,2024-10-29 23:16:05,yes,yes,400,566707,,2024-10-29 23:19:12
VmyiCpU9Hy5Mqrw7ZOkcrd3Bkwp-0_PfB4PNjFtlnRSauZwwQMcv_OAihknNPmfe,35871111,141366,1038,2024-10-29 23:32:05,2024-10-29 23:32:17,2024-10-29 23:32:17,,2024-10-29 23:32:05,no,,,893133,,2024-10-29 23:32:17
2APc99npWZMsY0qa4s5rO3-otVEC--HSfNYs-ehK9Kp5Ow-mkkIfUJIfm_sbrS5R,35871128,141366,1039,2024-10-29 23:34:21,2024-10-29 23:34:39,2024-10-29 23:34:39,,2024-10-29 23:34:22,no,,,164657,,2024-10-29 23:34:39
OI3x5Z4swH0DUHRJmOmqj9YDCN7X_DEspZVnysYC6VPA2uE8NSqg9xDYAN3BLPPU,35871134,141366,1040,2024-10-29 23:34:59,2024-10-29 23:35:14,2024-10-29 23:35:15,,2024-10-29 23:34:59,no,,,979859,,2024-10-29 23:35:15
sIacWqpwbANwjRR8LXdPlx3woUcVC7FnT4XNeDCzcCWMBad-0dZNn52ORVDCJlAu,35871135,141366,1041,2024-10-29 23:35:04,2024-10-29 23:35:29,2024-10-29 23:35:30,,2024-10-29 23:35:04,no,,,417854,,2024-10-29 23:35:30
v9xN2kSroCCq2femNc9HKKOYBaVMOWLEPs7Ap2Onxfcq9OY4xwGW61YZSCgZhhYx,35871168,141366,1042,2024-10-29 23:37:55,2024-10-29 23:38:50,2024-10-29 23:38:51,,2024-10-29 23:37:55,yes,no,,990135,,2024-10-29 23:38:50
7bbW1qAmbaHFSIDVvZgfM3z67e9a3wm4qTb8JQIuGp3OF2DzX0CUuE4MkwcIqoJx,35871210,141366,1043,2024-10-29 23:42:50,2024-10-29 23:43:08,2024-10-29 23:43:08,,2024-10-29 23:42:51,yes,yes,100,997674,,2024-10-29 23:43:08
cUcKY9u8NA9loX2eIXHmGZ6G7cCoGnZqAhvOTS-R9wWB-XxOduYODNJ9SmNLOsBj,35871220,141366,1044,2024-10-29 23:43:33,2024-10-29 23:43:46,2024-10-29 23:43:46,,2024-10-29 23:43:33,no,,,270111,,2024-10-29 23:43:46
_V0dzLoEi_LY92x1p9QFEQBaNENHS6lo8T2bjcALwikys5xDOK-qikAbsPwp2Y_R,35871235,141366,1045,2024-10-29 23:44:40,2024-10-29 23:44:58,2024-10-29 23:44:58,,2024-10-29 23:44:40,no,,,697802,,2024-10-29 23:44:58
tLMGh1PWLA6SgBPZa8j5TCtpNqj19OAGEIsETw_u9YJvb_yxi7erPgn1p4WAgOe5,35871463,141366,1046,2024-10-30 00:00:19,2024-10-30 00:00:53,2024-10-30 00:00:54,,2024-10-30 00:00:19,yes,yes,150,579914,,2024-10-30 00:00:53
TC-dWPbsI2BL01wpDgEmQWpKqPrLHBkUIKZRo_vdGxteBS644jt8Z98A3rfWBss-,35871486,141366,1047,2024-10-30 00:01:02,2024-10-30 00:01:17,2024-10-30 00:01:18,,2024-10-30 00:01:03,yes,yes,200,148494,,2024-10-30 00:01:18
bASgu0TkTWBZQNhSyeaEv0j7EtVPffW3OUrwRv88qOLxv1GPlWJpA9gjRnJA_lPn,35892385,141366,1048,2024-10-31 20:11:56,2024-10-31 20:12:32,2024-10-31 20:12:32,,2024-10-31 20:11:56,yes,no,,739123,,2024-10-31 20:12:32
0zuIxfyIfTPMfkzqnWvWTJYSPUTbBSZShxrhc3qFQ3su_p88DbrwLOg3YGzHYJE0,35892388,141366,1049,2024-10-31 20:12:03,2024-10-31 20:12:41,2024-10-31 20:12:42,,2024-10-31 20:12:04,yes,yes,500,355335,,2024-10-31 20:12:41
hIptRhJgCnQTT8C5WlZy-HCKdjF8rAcpPUlUqJvtgUcsWEoj6xivtIUxAjuShSfa,35892398,141366,1050,2024-10-31 20:12:28,2024-10-31 20:12:53,2024-10-31 20:12:53,,2024-10-31 20:12:28,no,,,230423,,2024-10-31 20:12:53
tLryYFsRJhQC_hZXJFYpBVwKKIo0x2IRrfE0J9dkn0cSYZduvea7JqsT0kkpJHZd,35892400,141366,1051,2024-10-31 20:12:31,2024-10-31 20:12:58,2024-10-31 20:12:59,,2024-10-31 20:12:31,no,,,638335,i like e v,2024-10-31 20:12:58
V467iGbgQh7aTfVVNoJs20jCqkJ1SAr-NZnotGXKJsQuKPmQ7RQHxSAQvvVjGKEM,35892408,141366,1052,2024-10-31 20:12:50,2024-10-31 20:13:22,2024-10-31 20:13:23,,2024-10-31 20:12:51,no,,,919498,Very informative,2024-10-31 20:13:22
kvSixaG8wIDQW9CuFPfOxSyWt9En97BGtTtGYausWj8k3V8fmXLGapkvsJ9dse_S,35892420,141366,1053,2024-10-31 20:13:31,2024-10-31 20:13:56,2024-10-31 20:13:56,,2024-10-31 20:13:31,yes,yes,50,358844,,2024-10-31 20:13:56
_WOPciMIqJWrtj-yCpiXBCdHqnTeUbCt6dDJiMVowtmMGDGgm-JxjSk38OvJAKP2,35892469,141366,1054,2024-10-31 20:18:16,2024-10-31 20:21:52,2024-10-31 20:21:53,,2024-10-31 20:18:16,yes,no,,247517,,2024-10-31 20:21:52
7jBjcSE8UM0aEpme_289miN7kBIt8Ou07ZTpUBAP89s_2QmGjDwI98BYOLoR4KVR,35892471,141366,1055,2024-10-31 20:18:22,2024-10-31 20:18:35,2024-10-31 20:18:35,,2024-10-31 20:18:22,no,,,192914,,2024-10-31 20:18:35
w1QC5-XSUKA7PBCBAPwvUva8MgS9_7h-1jzTyrtKm8VPYPR22-Grvvz9tUf9rliK,35892478,141366,1056,2024-10-31 20:19:09,2024-10-31 20:19:59,2024-10-31 20:19:59,,2024-10-31 20:19:09,yes,yes,1500,869667,,2024-10-31 20:19:59
gZeev8fmwwc3u4KJxTNgYg-SA8sjYyLB7YtEx8v45y-DtHtWl0LwB51Iai5-QH6I,35892505,141366,1057,2024-10-31 20:20:49,2024-10-31 20:21:22,2024-10-31 20:21:22,,2024-10-31 20:20:50,yes,yes,500,483078,,2024-10-31 20:21:22
w9eKHsJQmjwvFypkDzhQ7MsriICdfQh9neeDubpi0hXYw0Omv9fF5q_JqHwaXNOp,35892510,141366,1058,2024-10-31 20:21:05,2024-10-31 20:21:21,2024-10-31 20:21:22,,2024-10-31 20:21:05,yes,yes,350,750593,,2024-10-31 20:21:21
jS8hJ6TvrnwLA_hyzG0unBkDe6U5T0i10o9ZiHajWPWAjO_J6YQpjcFkKnODhEmg,35892575,141366,1059,2024-10-31 20:27:53,2024-10-31 20:28:10,2024-10-31 20:28:11,,2024-10-31 20:27:53,yes,yes,1000,782582,,2024-10-31 20:28:11
CwIJ34JkbkzJn0R2p5lzitBESlCrRYeXf-YpT6hRx3a-U1PoHhXLc6eP40z3AL8F,35892651,141366,1060,2024-10-31 20:31:50,2024-10-31 20:32:25,2024-10-31 20:32:26,,2024-10-31 20:31:50,yes,yes,15,794714,,2024-10-31 20:32:26
zxDZblO59sc3zWqa3Jr5zK0urJxmWxxIbuoY1mimLp0Ulgc1rdUvMFOC-boXq8Eb,35892664,141366,1061,2024-10-31 20:33:01,2024-10-31 20:33:27,2024-10-31 20:33:27,,2024-10-31 20:33:02,yes,yes,8,854008,,2024-10-31 20:33:27
XmOvkwW2Jf1GjF7A0xYszrn8H61yBJ0ypxGisrYWi-Dw4ni_A36d_brq0aZOS_dR,35892692,141366,1062,2024-10-31 20:35:09,2024-10-31 20:35:27,2024-10-31 20:35:27,,2024-10-31 20:35:09,yes,yes,500,199310,,2024-10-31 20:35:27
y-sI7UjaMcaAvyWjMP-ubxVglvgA_M9r4ct2EWy61ux-G4bJP2ZtsIVIiPFdRpSs,35892710,141366,1063,2024-10-31 20:36:48,2024-10-31 20:37:40,2024-10-31 20:37:40,,2024-10-31 20:36:48,no,,,477801,,2024-10-31 20:37:40
JbMd4gUbQUmJN-LzARBS-zzXuUxDDX48UR7jhA_rx8UJ0OeU_jqeVb5E-X4_f52Z,35892735,141366,1064,2024-10-31 20:38:27,2024-10-31 20:39:05,2024-10-31 20:39:06,,2024-10-31 20:38:27,no,,,899738,"No, thanks",2024-10-31 20:39:05
zOjE8VpZxqbXkQpg9evbOdyNVWeLbqENtMgmtiGQNIkpo-4CdMgtEjb15KqM8Ry0,35892742,141366,1065,2024-10-31 20:39:15,2024-10-31 20:42:23,2024-10-31 20:42:23,,2024-10-31 20:39:15,no,,,421708,None ,2024-10-31 20:42:23
jz9SvddjROTB8LRD-0uHH8Z41cEUJXTUJEmM43aE2xEwmXfHs5p13GKLeL6gbzCV,35892791,141366,1066,2024-10-31 20:46:51,2024-10-31 20:48:55,2024-10-31 20:48:55,,2024-10-31 20:46:51,no,,,511485,,2024-10-31 20:48:55
jaBsdPAE5D2AX77HUlrngXhftwHeDK8DBUP4CnFfe9DSAJgqVOM7Jrb3KIRR7CPV,35892794,141366,1067,2024-10-31 20:47:48,2024-10-31 20:48:26,2024-10-31 20:48:27,,2024-10-31 20:47:48,yes,no,,856258,,2024-10-31 20:48:27
GtHXIUT1qJxXLsRz_JoghoXQiiGxiWPUiBaU9eV6-WtKIZB8iTDlp6dWLPiibCHQ,35892847,141366,1068,2024-10-31 20:52:57,2024-10-31 20:53:17,2024-10-31 20:53:18,,2024-10-31 20:52:57,yes,no,,408186,,2024-10-31 20:53:18
2BA40L6MRpGW35Jao-H-iY25EBekZDJiJ3aY3Y2X4nQTxBzUT8DvN-hGCdlPuD0t,35892862,141366,1069,2024-10-31 20:54:21,2024-10-31 20:55:23,2024-10-31 20:55:23,,2024-10-31 20:54:21,yes,yes,500,885020,,2024-10-31 20:55:23
nkguQiqbmvQs_I8ASkxq4C7PsKWWLyk044iC3wwHnVbMg_oVKB4I6qiSpkSG3Dhx,35892868,141366,1070,2024-10-31 20:54:54,2024-10-31 20:55:17,2024-10-31 20:55:17,,2024-10-31 20:54:54,no,,,355417,,2024-10-31 20:55:17
KuErQJtIsw4CDyUfa8wF82tkSJmUwZZpPqZpTDb4dXW9YlAZ7GHeDWxJ139zgTWr,35892908,141366,1071,2024-10-31 20:59:20,2024-10-31 20:59:29,2024-10-31 20:59:29,,2024-10-31 20:59:20,yes,no,,668770,,2024-10-31 20:59:29
OWuul88UZwvQrn0RFKYTomhKkV0ymDVK2lUHs3vpkhGLvK6cYx3OfNXnEIcL3fE9,35892962,141366,1072,2024-10-31 21:07:11,2024-10-31 21:07:30,2024-10-31 21:07:30,,2024-10-31 21:07:11,no,,,175259,,2024-10-31 21:07:30
lZCtq3iNEJInDT9NXt9sLOyppdppnuwzDWgjFlUsjz7-1uKnwv2a5Vp3VU-Ne0gv,35892981,141366,1073,2024-10-31 21:10:42,2024-10-31 21:10:57,2024-10-31 21:10:58,,2024-10-31 21:10:42,yes,no,,813812,,2024-10-31 21:10:58
vYelShP9jPSk4eAUltgpUbDMVgIDgz32B9kXudJOOXOmkTLEPODSbJ0Npa6sLxnH,35893055,141366,1074,2024-10-31 21:20:37,2024-10-31 21:20:58,2024-10-31 21:20:59,,2024-10-31 21:20:37,yes,yes,130,454151,,2024-10-31 21:20:59
Z1wTmz3mQiO0vjZzcSe2W-ip8ee_w9umzNdwlpDzDPsGu7ZZ_7jGpkQCy0KCKTti,35893103,141366,1075,2024-10-31 21:27:20,2024-10-31 21:30:46,2024-10-31 21:30:47,,2024-10-31 21:27:20,yes,yes,5000,353118,,2024-10-31 21:30:47
ksaiM9COBLPheCTJIFCcrVVHsfX1HtYhCv_CwoYyq_cWE86zjW0tY5HhbNMwCN7Q,35893116,141366,1076,2024-10-31 21:28:59,2024-10-31 21:29:14,2024-10-31 21:29:15,,2024-10-31 21:28:59,yes,yes,50,850213,,2024-10-31 21:29:15
SbibdNR2JqEZu0hTpFZXMeOL8np5Gcsjol6m6VVpi9rJQcc8sLUhlBwffKqDeeEZ,35893129,141366,1077,2024-10-31 21:30:05,2024-10-31 21:30:51,2024-10-31 21:30:51,,2024-10-31 21:30:05,no,,,658638,,2024-10-31 21:30:51
HJgfjSYgE2Ug-Fy27rzLfrvFOBq-I5eTuk3vMyhtUv2Onf1kYgKtXKKE9Z8655aZ,35893226,141366,1078,2024-10-31 21:41:00,2024-10-31 21:41:48,2024-10-31 21:41:49,,2024-10-31 21:41:00,no,,,294464,,2024-10-31 21:41:48
nFqB5I8BkP4g7PtQeTPw0Y2aaiPLkkYQoPK7dbimkjJBIjZXaVjMvq2B3D5Nfp0f,35893251,141366,1079,2024-10-31 21:44:45,2024-10-31 21:45:10,2024-10-31 21:45:11,,2024-10-31 21:44:45,yes,yes,400,817932,,2024-10-31 21:45:10
GUoZ40fxNTj10vUDY82QjpJy2Lv_j6HT7wY_1sxfG1F2ue6Wqk0_RqyVzapBuC6j,35893254,141366,1080,2024-10-31 21:44:56,2024-10-31 21:45:43,2024-10-31 21:45:44,,2024-10-31 21:44:56,no,,,937826,,2024-10-31 21:45:43
zDkoIogobSHM2AVCX_ZqjjsGjdKKkQGVS2fseVD4uiseD__C7-ZagEaZqjrDnfGS,35893327,141366,1081,2024-10-31 21:54:30,2024-10-31 21:54:55,2024-10-31 21:54:56,,2024-10-31 21:54:30,yes,yes,500,177094,,2024-10-31 21:54:55
961RL7AlrbQTZS9OPWre9vUk191lEO71WFpGOfXNJO9vAAXNOLCyS65mE0pzOcRY,35893391,141366,1082,2024-10-31 22:06:18,2024-10-31 22:06:44,2024-10-31 22:06:45,,2024-10-31 22:06:18,no,,,525794,,2024-10-31 22:06:45
LhPjKB92F27gOlepcWsBQNjYzOFzhWnNpRrC-uHl10E66635oKJWlH6aqjicZjRK,35893424,141366,1083,2024-10-31 22:10:27,2024-10-31 22:11:04,2024-10-31 22:11:04,,2024-10-31 22:10:27,yes,already_have,,390374,,2024-10-31 22:11:04
m6I_tA11dkI1Xr8MVeUJSSor2t5Zez8_XM8wtbH2TPmixW9lXSLPyweRY-kd82vG,35893432,141366,1084,2024-10-31 22:11:30,2024-10-31 22:11:41,2024-10-31 22:11:42,,2024-10-31 22:11:30,no,,,199151,,2024-10-31 22:11:42
8APMEDC3M3Q0EiaWg_5O8g58xp49YmWyuDxzeex09f0A-PrkJcVZ--T661CNhtKM,35893507,141366,1085,2024-10-31 22:26:01,2024-10-31 22:26:27,2024-10-31 22:26:27,,2024-10-31 22:26:01,no,,,521257,,2024-10-31 22:26:27
uWSei7x684PWSKppFhgaS8fUz03eJzHvGZ-mPWOIDGfPzKHLaPITYslMInGHNiH7,35893543,141366,1086,2024-10-31 22:33:11,2024-10-31 22:33:40,2024-10-31 22:33:41,,2024-10-31 22:33:11,yes,yes,700,716173,,2024-10-31 22:33:40
wlHdeKpfDfLezy_0i6HhUz2x5sbCFWgXs4E-Ndp_2b2HnJ4IsWT7Os_ZtgDAxkqY,35893546,141366,1087,2024-10-31 22:34:00,2024-10-31 22:34:19,2024-10-31 22:34:19,,2024-10-31 22:34:01,no,,,367096,,2024-10-31 22:34:19
6KFC_C-BjNsHeahX9qUBeoTw7mO0lxa4NlYaxWDsEYBIMT-ok1LBnmHxT4uIH0TS,35893635,141366,1088,2024-10-31 22:47:12,2024-10-31 22:47:27,2024-10-31 22:47:27,,2024-10-31 22:47:12,yes,yes,5000,884768,,2024-10-31 22:47:27
74F3PPjv1q3_8DM0d0S2C5ZzleA4fSJbFegt87YYStH_b1pcDNqEMTnJt0-7YPtG,35893638,141366,1089,2024-10-31 22:47:30,2024-10-31 22:48:06,2024-10-31 22:48:06,,2024-10-31 22:47:30,yes,yes,300,982289,,2024-10-31 22:48:06
7iBRa3B2gzM0aHkwL8oJuYZLTXMjLmALixA7BG6jd1A2Og4Js9MVsMtdxLmmVGvX,35893648,141366,1090,2024-10-31 22:48:04,2024-10-31 22:48:57,2024-10-31 22:48:58,,2024-10-31 22:48:04,no,,,718585,perfect,2024-10-31 22:48:58
bSFblZsa0aGMqxE-Rd6PG6CkdNK6wOET646-4kgVjzcpWEDkM5sjzh0ghWQLY-Zg,35893687,141366,1091,2024-10-31 22:54:01,2024-10-31 22:54:34,2024-10-31 22:54:34,,2024-10-31 22:54:01,no,,,481753,I do not.,2024-10-31 22:54:34
I8HvX0al4gnRZKrK61uz7YyTY3iLa0DlsReiG86uaWHps6TzCk2Jnyo0O2S1AH2r,35893733,141366,1092,2024-10-31 22:59:16,2024-10-31 22:59:42,2024-10-31 22:59:43,,2024-10-31 22:59:16,no,,,179566,,2024-10-31 22:59:42
KaU9sqGTEd7A1mW_1IVu-fIxWTEIouDAJOsxMnnf49EfHDSySqb2wC1zSp398CO3,35893796,141366,1093,2024-10-31 23:05:49,2024-10-31 23:06:16,2024-10-31 23:06:17,,2024-10-31 23:05:49,yes,no,,577179,,2024-10-31 23:06:17
RvhzqGYXsArdRmfzXAIE7kuI2EU05SUkVQtWNf6SFClNysXJbsB6iC7qJhjjAwTL,35893879,141366,1094,2024-10-31 23:14:31,2024-10-31 23:15:18,2024-10-31 23:15:19,,2024-10-31 23:14:31,yes,yes,150,846007,,2024-10-31 23:15:18
WsXJdM8qYz1uZc7x1yP6kJj7aOLZT8S58wP8p0hEbuX4NUY5DzAamcPFjzfGNy2y,35893908,141366,1095,2024-10-31 23:17:54,2024-10-31 23:18:43,2024-10-31 23:18:43,,2024-10-31 23:17:55,no,,,725383,,2024-10-31 23:18:43
uffzPQ3RcHJvzRAgMUzmaBfb8KIgGsZYjLozATzWhywPqAhdQztMnDdpmvYkib0Z,35893916,141366,1096,2024-10-31 23:18:25,2024-10-31 23:21:04,2024-10-31 23:21:05,,2024-10-31 23:18:25,yes,yes,100,815180,,2024-10-31 23:21:05
i2HhcfZDOtu7xBb6Dj6GYgbOQFuA7QvCF3Z_Cdpaxx3VYoaf3j4N4QSI6uDnn1Hu,35893934,141366,1097,2024-10-31 23:21:21,2024-10-31 23:21:42,2024-10-31 23:21:42,,2024-10-31 23:21:21,no,,,550339,Nothing really ,2024-10-31 23:21:42
oiZ35cnx8quBWfvzWQTywo38uZPvHWazdtMxRuUN1ls40p9Rtqn7jnwwsPMEA9_X,35894058,141366,1098,2024-10-31 23:47:31,2024-10-31 23:53:07,2024-10-31 23:53:08,,2024-10-31 23:47:32,yes,no,,915745,,2024-10-31 23:53:07
-CPZ8FfU0dWyyLdTNTijp8uSvPGCQLZjaZC6kWhCTym4Mq91HAa4mG760dqlecbs,35894287,141366,1099,2024-10-31 23:59:03,2024-11-01 00:00:14,2024-11-01 00:00:15,,2024-10-31 23:59:03,yes,yes,5500,720176,,2024-11-01 00:00:15
rPAoZG2aENGJ7yPq17gkyloArgYfDgFJjNRy-JXp-Hblfn76VSMIJ2hMblbyqKUT,35894310,141366,1100,2024-11-01 00:00:24,2024-11-01 00:00:35,2024-11-01 00:00:35,,2024-11-01 00:00:25,no,,,881200,,2024-11-01 00:00:35
ijb1POIrv44lWe8I-6GszcsOdTu3xZNqBNaxsyW-dliamcGKUyuxZICOzViN21sI,35894415,141366,1101,2024-11-01 00:17:03,2024-11-01 00:17:37,2024-11-01 00:17:37,,2024-11-01 00:17:03,no,,,591457,no ,2024-11-01 00:17:37
8ZOhhFUX7qxpHzAJ4s1UtmqvTbHDpkD7lvS2lAT8lD3Bjd7oVhr_7OLGRaDIatqn,35894467,141366,1102,2024-11-01 00:26:06,2024-11-01 00:26:34,2024-11-01 00:26:34,,2024-11-01 00:26:07,no,,,944382,,2024-11-01 00:26:34
xMSIOE9qGg7G3uxsokZR29_lRqxsS1E52lMMMSKWmfxgWVPR2ZikO6dxZs2rC-Tt,35894471,141366,1103,2024-11-01 00:26:58,2024-11-01 00:27:19,2024-11-01 00:27:20,,2024-11-01 00:26:58,yes,yes,200,821822,,2024-11-01 00:27:20
ESAxNCBHGQUyxk3ns4rU24ZAWug8vor_2lqgk5XOYIeBhD8wX5_sjTCqaDfGt5UA,35894558,141366,1104,2024-11-01 00:50:26,2024-11-01 00:50:58,2024-11-01 00:51:00,,2024-11-01 00:50:28,yes,yes,300,271631,,2024-11-01 00:51:00
UKsO2zm8CmD_Ju90e7G7siZOv_7lerdRyztDuk13zjkjoVb1f_m2sj9oCrUuK50i,35894563,141366,1105,2024-11-01 00:52:27,2024-11-01 00:53:05,2024-11-01 00:53:07,,2024-11-01 00:52:29,yes,already_have,,372742,,2024-11-01 00:53:07
_R5vF7cZERVw6C96FqS-lvGjKoeHf_BS8bQNb5ETSUSB4qeNSnXGb2lnC9hxBLgt,35894634,141366,1106,2024-11-01 01:05:44,2024-11-01 01:06:58,2024-11-01 01:07:00,,2024-11-01 01:05:44,yes,no,,728288,,2024-11-01 01:06:59
APHFMhtxsKH3ypHj5IaHQ1yAmYhsJbeLWT3ylVYkcZDfBcd0Qz8dxm5LYRUJGoLf,35894714,141366,1107,2024-11-01 01:10:51,2024-11-01 01:11:06,2024-11-01 01:11:07,,2024-11-01 01:10:51,yes,yes,1500,846404,,2024-11-01 01:11:07
nfZu6LcW47e_nRC_tY5eZYG2xheGBhTVnH_OMy5gFyYiowswQoGWYOL2MaacYb09,35894737,141366,1108,2024-11-01 01:12:27,2024-11-01 01:13:01,2024-11-01 01:13:01,,2024-11-01 01:12:27,yes,yes,2000,602851,,2024-11-01 01:13:01
